review_dates,reviews,vader_score_review,vader_sentiment_review,source
2023-09-03,"If you'd asked me during the early episodes of One Piece on Netflix, I would've told you to abandon ship immediately. The first impression was more a catastrophe than a masterpiece—think cringeworthy acting and elementary school props. I was ready to write this off as a blatant cash grab with a non-existent budget. But here's where the plot thickens. Come mid-season, it's as if someone flipped a switch. Suddenly, dialogues weren't just idle banter; they had substance. Those characters I'd written off? They developed layers that made me actually care. It felt like an entirely different set of hands was at the wheel, steering me from a nosedive into an upward climb.",0.715,Positive,Rotten Tomatoes
2023-09-03,Very original cinematography. New face actors. No white washing.,0.101,Positive,Rotten Tomatoes
2023-09-03,the miracle is real :D,0.8331,Positive,Rotten Tomatoes
2023-09-03,The best manga based live action adaptation out there! There were alot of changes within the adaptation but none affected any major plot points and were well done. The pacing didn't feel too slow at any point so that's definitely a plus. I had a constant smile through my whole binging session. Must watch for both older fans and people who want to get into the series!,0.9345,Positive,Rotten Tomatoes
2023-09-03,"I grew up watching the anime and its one of my favorites, like most I was not excited for this real live series as I figured it would not be good, but let me tell you how excited I was to be wrong. From the very first episode all the way to the end this show was fantastic fantastic, it's very close to the anime, the actors was all great, the show went down down almost the exact same path as the anime which was also very surprising. They keep doing this and the show will no doubt be one of the best that Netflix has produced!!!",0.9838,Positive,Rotten Tomatoes
2023-09-03,"THIS IS HOW YOU DO AN ADAPTATION!!! Where do I begin... Great casting: the cast give heartfelt and sincere performances Brill production: you can see that Netflix and the crew wanted to honour Oda/One Piece well through set design and amazing set pieces Good balance of tone: One Piece in itself blends in a variety of tones, from comedy, humour, to hearty adventure, to serious and dramatic -- this adaptation most certainly strikes the balance well in this too Made with passion, care, and love: Above points tie in with this, but if you know the source material (i.e. anime, manga) - then you can see the little Easter eggs and references sprinkled in the mix; the combination of all of this just shows the attention-to-detail the crew and cast had; and the spirit to do themselves, Oda, and the community proud. Well done to all 👍",0.9818,Positive,Rotten Tomatoes
2023-09-03,"A totally different series from those fantasy ones. This series is about High school Gangsters and how a person with timing travelling power trying to change their life. The plot is really interesting, high schoolers turned into gangsters, their fight, action, friendship, love, betrayal. It has everything along with time travelling science fiction. I loved the characterisation of Mikey, the way his character designed is awesome. A Gang leader doesn't necessarily need to tall, bulk muscle guy. Mikey is short, petite yet the strongest person in the entire series. A great leader who can just bring his gang together with his speech and action. And this guy is full of style, long hair, flying his jacket on shoulder, fighting with his flipflops, roaming around in PJs. He has his childish side where he call his fellow mates with nick names, teasing them and he also has his devil side where he is ready to kill them without mercy. I would say he is one of the best designed anime character.",0.8802,Positive,Rotten Tomatoes
2023-09-03,"Best anime live action I've ever seen! Extremely bingeworthy. Beautiful sets, casting, acting and cinematography. Loved this show, can't wait for season 2!",0.9308,Positive,Rotten Tomatoes
2023-09-03,A perfect show whether or not you're a One Piece fan,0.7184,Positive,Rotten Tomatoes
2023-09-03,This is Masterpiece!,0.6588,Positive,Rotten Tomatoes
2023-09-03,"I had never seen the anime, but I was blown away by the characters and the captivating stories, with a special mention of Mackenyu who is fascinating.",0.8519,Positive,Rotten Tomatoes
2023-09-03,"I absolutely loved it. The casting, the characters, the fight scenes, the mood, I think everything it's very well exectued. I'm new to One Piece, I always wanted to know about it, but adulthood and 1000+ of anime episodes discouraged me to keep watching. So this is a perfect and condensed way to fall in love with this universe. Also I think Iñaki Godoy is one of those rare cases of casting done right! He was born to be Luffy!",0.9077,Positive,Rotten Tomatoes
2023-09-03,"A stunning, heart warming, action-packed swashbuckling adventure. Absolutely perfect.",0.9286,Positive,Rotten Tomatoes
2023-09-03,Long time fan of the anime. This live show adaptation exceeded all my expectations. We're looking at a show that will run for a long time. Well done Netflix and mr Eichiro Oda!,0.5707,Positive,Rotten Tomatoes
2023-09-03,"Great take on One Piece, given only 8 episodes I do feel perhaps with 10 they would have been able to do better as some aspects feel rushed and not building enough for the critical scenes to have as much of an emotional impact as the anime. However, it changes things in a refreshing way and is truly a success in translating to live action what initially seemed impossible. I hope for season 2 and more episodes per season. 8.5/10 for me.",0.9413,Positive,Rotten Tomatoes
2023-09-03,I know One Piece of course but I don't really remember how the story works but I could enjoyed so much. It's kinda easy to watch and the story goes so quickly so it doesn't make me feel tired to watch it. Also the voice actors are from the original anime so it also made me crazy. Thank for the Netflix and O'Day Eiichiro.,0.797,Positive,Rotten Tomatoes
2023-09-03,"THIS SHOW IS THE BEST LIVE ACTION ADAPTATION EVER! Im giving it a 5 stars just for that accomplishment. While there are still some flaws and minor problems like the lack of buildup and things that are cut out or missed because of time, i don't blame the staff for that, while it is annoying that things like usopp getting relentlessly beat up to protect other people is gone, i hope they make it up by showing moments like that next season...!",0.8991,Positive,Rotten Tomatoes
2023-09-03,"This was a lot of fun to watch. The set designs and prop work made you want to learn more about the unique world inhabited by characters portrayed by a superior cast. While the writing, borders on the edges of clumsy and childish, it stays on the side of satisfactory and sometimes meanders to great. Overall, a great time.",0.9485,Positive,Rotten Tomatoes
2023-09-03,Не могу поверить что сериал соответствует аниме который я смотрел лет 15 назад...... Такого я от нетфликса не ожидал.... 10/10,0.0,Neutral,Rotten Tomatoes
